	logFC	logCPM	F	PValue	FDR
YBL049W	-0.802000756813359	3.49169719793106	8.44501035713474	0.014325481957442	0.101142139963464
YBL050W	-0.105867342734253	7.49380559787658	0.342648588678512	0.698021532205685	0.899112002670917
YBL051C	0.197768907911134	7.84258905564977	0.149395194649704	0.704902874957941	0.902271984234181
YBL052C	-0.148547505102859	6.6148816611735	0.303032240061387	0.590630863586513	0.847308169074873
YBL054W	1.34991360419909	5.17068865839848	13.0697338984143	0.00279651871199148	0.0306088097471237
YBL055C	0.270000662421907	6.28356715178129	1.13148468431298	0.305394814637332	0.653094786640293
YBL056W	-0.0390081578331669	8.15909194760144	0.0484285570135643	0.892484503945419	0.972148595138657
YBL057C	-0.143535343483382	6.86782010246143	0.25638069220644	0.620467546846229	0.860565258393161
YBL058W	0.00817644753777373	8.25625765520332	0.00420626141338428	0.977704281400309	0.993860062056354
YBL059C-A	0.371496745285699	4.73486957850413	4.5231755257941	0.162409055543786	0.490776561450552
YBL059W	0.101604943259521	4.91203524527771	0.119435929883483	0.73476550707443	0.915285976897614
YBL060W	-0.14197619153695	5.63759122357069	0.417750549617636	0.561458915897477	0.832340118435977
YBL061C	0.0932172276594557	6.87463001200503	0.250443772299315	0.719351087782432	0.908299664451225
YBL063W	0.170743246298841	5.24577448669529	0.719599357004978	0.489674636718045	0.793866456497436
YBL064C	0.0453055840745648	6.75986957134613	0.0117238060581564	0.915307020073659	0.978766214057513
YBL066C	-0.490658381199833	5.84193046359808	1.68171458139859	0.215584467366502	0.557299831091077
YBL067C	-0.00999244224241293	6.45231487513301	0.00411499566936392	0.968454022427244	0.991023971624757
YBL068W	0.652345700778461	5.79634443451835	13.8470905446008	0.00686192466190983	0.0611854949020293
YBL069W	0.287414764161895	5.59245954057782	3.11452577844453	0.237057931774169	0.583076559204553
YBL071C-B	0.93234948680885	0.256571522887729	1.64084534233618	0.220944465378167	0.563344844756328
YBL071W-A	0.204880944135477	4.77632076726767	0.725385865281439	0.438755267354615	0.761441607718887
YBL072C	0.382597944315775	10.531497447635	0.528349576386677	0.479234947355712	0.786638143590129
YBL074C	-0.209936990629571	2.96528726157314	0.639115510493564	0.544652806732041	0.822212434585028
YBL075C	-0.225520537391593	5.7225413927546	2.98963992425143	0.356861457766627	0.697167390210598
YBL076C	0.136872883678338	8.92034190670844	0.204290989517732	0.672291676185077	0.887900009024172
YBL078C	-0.260414977317164	6.29686846074625	0.764402715726031	0.396649143491106	0.726375511207076
YBL079W	0.223203153091956	6.69118184864064	0.748112761580641	0.401597402056898	0.730669445079187
YBL080C	-0.346700757604166	5.31121326041986	4.23659974799575	0.161755544967372	0.490046856791579
YBL081W	0.430312021836471	6.99544045793831	0.931074801696326	0.350894965707566	0.692869443624319
YBL082C	-0.806836131252657	6.9245918923275	7.5063364739909	0.0159177660990243	0.108838394841986
YBL084C	-0.534661511561753	5.8266193322692	7.51488638020519	0.0303476619890279	0.173583032538164
YBL085W	-0.498984278846348	8.16656169975843	2.90083723656598	0.110535849956913	0.393656089128439
YBL086C	-0.192287469723978	7.47024598200956	0.609917983518615	0.480984297731636	0.787595923937343
YBL087C	0.533911939223904	9.31416537265796	1.4583879602834	0.247117789945978	0.594671519500307
YBL088C	-0.173685222849568	5.8378352821141	1.93725375733388	0.477899188461941	0.785951660308101
YBL089W	0.00894553273134358	5.23903565727012	0.0028423237857166	0.97127074872297	0.991294578436055
YBL090W	0.674639320627857	5.33326310677256	8.56744386106526	0.0109998242486046	0.0852835642801657
YBL091C	-0.133752753025488	9.01033534644304	0.591117770162351	0.685065153856127	0.892030393796905
YBL091C-A	-0.329020995460298	5.86499158364076	2.33874121270878	0.181620159357207	0.519896083473628
YBL092W	0.36281644579566	10.7571695396762	0.535821810593422	0.476199813028969	0.785628899175575
YBL093C	0.272773672454506	7.09534322816525	3.88459948213035	0.299833193139051	0.650655912866938
YBL095W	-0.505357749378162	5.63855224704658	4.26868107092669	0.0577683803899434	0.269349921796824
YBL097W	0.296476632387632	4.0235138735102	1.35862711191474	0.313690908719011	0.656401048241551
YBL098W	-0.0830694839892743	4.43771843921656	0.135992160598143	0.766573732380879	0.931718876450399
YBL099W	-0.506834908979296	8.54749876708989	2.45932309882749	0.139063864650745	0.451611901633972
YBL100W-B	1.13878725754662	5.86005368195752	79.9832996153385	2.53779794240925e-06	0.000144491504867814
YBL100W-C	-0.691933628182642	-0.152979413604019	1.20865145966113	0.310436819761461	0.653823089217577
YBL101C	-0.148559465646285	6.75485246904647	0.756564896327042	0.565276374289698	0.833348296700664
YBL102W	-0.130953528872711	6.34820494180757	0.301645502603481	0.602977582194569	0.851734178187471
YBL103C	-0.0868687109239717	6.4332023866627	0.0828774777324768	0.777636906876321	0.933531043313599
YBL104C	-0.100617694577317	5.70677758406612	0.586031645382858	0.680209991308926	0.89061244978182
YBL105C	-0.112415966923671	7.71308709801653	0.198697960115286	0.685185335027187	0.892030393796905
YBL106C	-0.360268491579325	5.33383544887094	3.59181769664613	0.145703656961622	0.46394915089986
YBL107C	0.362181114818273	5.92589772915656	6.18919907348609	0.137049847661379	0.44853186814553
YBL108C-A	-0.25288463599137	0.433093724160245	0.221999284112876	0.644751035297357	0.873651730361441
YBL111C	-0.796495121220878	4.18065250315711	4.70328292476455	0.0477485497404973	0.237027601708486
YBL112C	-0.630838918291147	1.97621120000199	1.36935622103688	0.261384337789723	0.608691649608303
YBL113C	-1.10669285708766	7.67009307114105	30.5459037557732	0.000102594918200502	0.00248712524356374
YBR001C	-0.117504215502019	6.66834204005573	0.708706348242858	0.6471619205635	0.874710259091407
YBR002C	0.336436275088216	6.16959198837202	1.96399479355039	0.182782459465452	0.520321240931465
YBR003W	-0.0222356036513434	6.49783130295863	0.040240870848086	0.930099026289509	0.98097336433138
YBR004C	0.245305666851708	5.9457085791926	2.23147028712135	0.31517747407205	0.656925787514969
YBR005W	-0.435772818246748	6.79344015327637	1.13851467231048	0.303953465760008	0.652413539933703
YBR006W	-0.581739813054215	5.87743594652414	5.35474613385285	0.0363043865507881	0.195747196293824
YBR007C	-0.234449618986663	6.34435106389816	0.788969373129518	0.38936131938161	0.721306372561873
YBR008C	-0.290319646109841	5.41888611854224	4.35976695009254	0.239509009386326	0.586262157844503
YBR009C	0.0104934989277415	9.66647536304143	0.00264625755346144	0.976689447845188	0.993278738941986
YBR010W	0.0174339833407991	9.00449635134504	0.0010850141892811	0.97418603688019	0.992448847691636
YBR011C	-0.390384587486632	10.8996111974506	2.08375151621414	0.323577615537016	0.662813758535628
YBR012W-B	1.95376926223344	7.18222566195142	80.9154273048866	3.3083269999628e-07	3.84473916977403e-05
YBR013C	0.124265920125847	3.32337968585417	0.24926810733775	0.703053315496415	0.902222679067566
YBR014C	-0.229342176588534	6.10427576749629	2.46901496894478	0.356547971722023	0.697167390210598
YBR015C	-0.259521940906391	7.63981091246612	1.75979673415024	0.34842412628193	0.690395953929009
YBR016W	-0.342859814441945	8.60878052923387	0.586075993626301	0.456605622703926	0.77453241564729
YBR017C	0.510859585121474	7.06143849480543	7.39480379067616	0.0508774519309706	0.248032573985549
YBR018C	-1.07319027208898	3.0380051689378	12.6545787501933	0.00313762075670185	0.0338644772453768
YBR019C	0.0365848515167811	4.30434004742405	0.0119797480081137	0.91439144981142	0.978766214057513
YBR020W	-0.238498462870994	4.30381140004053	2.70881514620168	0.404444213125738	0.731497448808058
YBR021W	0.0303774941713438	4.26567986947011	0.022938655681979	0.915372550211988	0.978766214057513
YBR022W	0.282649310334584	4.78877163068327	2.10566780283685	0.284259972056064	0.634651383099874
YBR023C	-0.512376367039825	7.52446833854297	10.8303373983448	0.0636648792052198	0.28417925885143
YBR024W	-0.0644257825793663	5.06278340887149	0.170233703688117	0.800729598028211	0.936725331830929
YBR025C	0.538193280365629	8.90624441531527	1.60219490622101	0.226173983028818	0.569195352261493
YBR026C	-0.0383613837604788	6.43563434032199	0.0236943325551519	0.879853734626296	0.966950996474374
YBR028C	0.433014462529221	5.98589623044663	2.29381160997294	0.152053496972524	0.475217496151351
YBR029C	0.295225411746341	6.5195327526301	5.24741303558935	0.24218010701933	0.590325901084823
YBR030W	0.393141373896666	5.46734427411375	4.29206752587673	0.106192410846328	0.386886721612923
YBR031W	0.151141313426486	10.9438850926902	0.0980427333803099	0.758789692722611	0.928623315526823
YBR033W	-0.22284528585894	4.96737156790904	2.05851729796085	0.391508969068996	0.723296999320159
YBR034C	1.15469702491159	6.78731954507688	15.0104120990423	0.00167366033674919	0.0202865938473935
YBR035C	-0.252847234367083	7.08488417618699	0.671041827101253	0.426362276460528	0.750344179573585
YBR036C	-0.450914718558851	8.45709790779096	7.40185722321108	0.139314978893311	0.451954395719754
YBR037C	-0.0955374307188085	5.84978886892022	0.287404137039299	0.696140099380388	0.89780662027321
YBR038W	0.424463690389439	5.92807140133919	2.32192625789778	0.149744111797503	0.470299573793169
YBR039W	-0.0813418373731365	7.6459109350172	0.22488229547126	0.768028742686872	0.931980000136163
YBR040W	-1.62940670017167	-0.334254635305319	4.49829165115051	0.0521948195234944	0.251686907508008
YBR041W	0.215426626770048	6.81872681681508	3.37757092719067	0.403464879027413	0.731497448808058
YBR042C	0.192503988948067	5.66644733284897	0.778003337269133	0.428509534744312	0.752711625424059
YBR043C	-0.626722211485043	6.37395768079581	26.086479292617	0.014160343298896	0.100778773524024
YBR044C	0.11818103577815	6.27962089969913	0.619294275065547	0.635234055022759	0.867575384126595
YBR045C	-0.19044793735427	3.51992024105617	0.480758869889215	0.55010621190097	0.825108851422872
YBR046C	-0.353195667234135	6.44230918424783	2.19315229303429	0.165105637722913	0.495118005066025
YBR047W	0.292121228940384	3.2266653920734	0.395763381267093	0.539377144301419	0.820135524334614
YBR048W	0.0912796270089264	9.86779529412747	0.0429777017054205	0.838741080569663	0.953106084030036
YBR049C	0.0168870095497155	6.34741684238216	0.0057971289414224	0.946285710713	0.985474478207579
YBR050C	0.315948819175632	5.17327223862211	1.90271252384956	0.205309268760721	0.546376210089636
YBR052C	-0.239363509753157	7.96529949523936	0.292763582559988	0.596927734139799	0.850248684432315
YBR053C	-0.159205047382631	6.40266206792857	0.436930038342975	0.528859968260537	0.813005935849614
YBR054W	0.5798745895947	4.45327012004617	5.56754212096225	0.0359853154579996	0.194703459226107
YBR055C	-0.0434115024423996	5.92578432742409	0.121175547311904	0.859482369238254	0.960898501800145
YBR056W	0.00424499219525913	6.92743351126048	0.000259888640407712	0.98736443718178	0.997353069298634
YBR056W-A	0.144372500679256	4.7550578179282	0.0597596150700156	0.810409216296067	0.940462919232542
YBR057C	-0.0768061605874252	6.70328188202423	0.461968657536509	0.765145380791703	0.931302826275163
YBR058C	-0.0744038627677022	6.58131113964653	0.136037045758082	0.770446304386646	0.932653818117683
